INDEX,PM2.5-1,PM2.5-2
1,79.33188,65.662506
2,82.606735,69.20625
3,79.542786,67.171776
4,63.92826,55.305164
5,54.1381,47.53195
6,48.02852,42.119583
7,40.408314,35.283867
8,39.06046,33.50743
9,40.254936,34.064472
10,42.518368,36.076378
11,39.45255,33.602898
12,37.01847,31.940897
13,30.585077,27.029713
14,26.358723,23.34718
15,25.833025,22.747894
16,24.830585,21.960974
17,21.613607,19.08148
18,20.709839,18.34703
19,18.914787,17.223389
20,18.0961,16.711758
21,16.664246,15.51173
22,15.01992,13.86002
23,14.839672,13.7788
24,14.808698,14.235077
25,17.512564,16.664581
26,16.170603,16.025831
27,14.86965,15.12197
28,13.547766,14.120279
29,15.430279,15.418895
30,17.655231,16.918474
31,15.368958,14.857957
32,16.129175,14.773966
33,16.329544,14.819129
34,16.240961,14.543403
35,16.175867,14.448559
36,15.568156,13.799249
37,15.060146,13.402533
38,14.624316,13.120969
39,14.9423685,13.408582
40,14.671727,13.270067
41,14.219343,13.191806
42,14.150249,13.238844
43,13.246398,12.364487
44,12.590206,12.326003
45,11.783767,11.660118
46,12.817551,12.41777
47,10.998895,11.012909
48,10.904393,11.010838
49,9.949272,10.668964
50,8.532274,9.901237
51,8.544751,9.813279
52,7.4358788,8.949057
53,5.5206695,7.873675
54,4.9076624,7.5118594
55,5.455693,7.2839932
56,10.361506,9.1137
57,8.812026,9.146884
58,10.3176155,9.769334
59,9.814878,9.08863
60,8.278689,8.354509
61,8.332775,8.178471
62,8.700255,7.9172106
63,10.699699,9.139198
64,11.999641,10.127667
65,14.658299,11.982489
66,14.367014,11.954513
67,13.819846,11.767516
68,14.349451,12.0553875
69,13.186633,11.645383
70,13.106282,12.113914
71,13.5172615,11.411975
72,11.788848,9.075943
73,18.164059,10.917262
74,9.516616,7.1086698
75,4.9257116,5.880943
76,7.9551325,5.6762834
77,6.584189,5.644799
78,11.266672,6.5314
79,11.04865,7.749298
80,15.437612,9.137998
81,11.305288,9.456468
82,12.925521,10.836634
83,19.199741,16.011406
84,28.169613,23.144863
85,26.943993,22.854464
86,34.29282,28.821732
87,33.086555,28.5879
88,37.073814,31.96474
89,39.529236,34.293705
90,35.92988,31.167143
91,37.911472,32.439594
92,41.61463,35.727554
93,42.635323,36.5101
94,44.4522,33.143456
95,36.18813,28.78495
96,32.116287,25.897434
97,28.611637,20.722265
98,24.90165,16.88844
99,22.056398,14.445547
100,20.090157,12.956559
101,20.267113,11.90737
102,16.55786,9.733691
103,21.921677,13.546352
104,31.924671,20.004852
105,34.410923,28.320368
106,31.809752,28.26807
107,35.5924,30.873798
108,35.461082,30.162006
109,34.2591,28.171673
110,38.798077,31.432802
111,41.390965,34.29531
112,42.10057,35.27448
113,38.23242,33.696747
114,41.61361,37.040417
115,45.28852,35.298443
116,50.38704,33.76789
117,55.57181,34.062572
118,49.591164,30.465944
119,39.828796,24.165607
120,35.882187,25.612219
121,27.082182,18.507328
122,19.192074,13.600931
123,16.889917,13.9137945
124,16.007423,10.973393
125,16.45719,11.049749
126,19.85879,11.460828
127,26.738472,15.494483
128,34.313656,20.938477
129,34.69403,25.363586
130,21.62579,19.950733
131,25.6473,22.663256
132,26.374496,22.532673
133,28.579815,23.46027
134,28.513433,22.867449
135,33.77185,28.726206
136,33.288826,29.314201
137,47.077362,41.64359
138,57.853714,51.301407
139,58.46724,51.876392
140,51.115257,45.504757
141,41.57213,37.49604
142,29.284704,27.167732
143,20.295126,19.395802
144,12.681857,13.966396
145,10.836013,12.732594
146,8.973439,12.024458
147,10.351814,12.831062
148,7.708725,10.308945
149,5.037747,8.250826
150,4.2673674,7.335737
151,5.252892,7.3813853
152,6.721639,6.6826043
153,7.926619,7.672785
154,7.9862204,8.482623
155,8.533423,8.148726
156,9.599734,8.488265
157,9.204061,8.377343
158,7.994064,7.046414
159,10.222896,8.168738
160,11.44387,9.956242
161,13.3602915,12.559256
162,14.087757,12.871413
163,13.338796,12.876947
164,14.274748,13.482851
165,14.840286,13.913055
166,14.741458,14.104546
167,15.054344,14.38331
168,15.908337,15.311375
169,18.750477,17.737026
170,21.52567,19.794447
171,22.388433,20.652687
172,23.72233,21.738258
173,24.60971,22.427948
174,28.054401,25.10668
175,30.071692,25.533672
176,34.448685,28.716606
177,35.866417,30.254082
178,37.314995,31.28135
179,34.78311,29.141865
180,31.457954,26.595516
181,27.77444,23.453695
182,26.761625,22.70442
183,27.164875,23.37355
184,28.849731,24.825188
185,32.422413,28.27508
186,32.39774,28.193329
187,35.540535,30.400066
188,32.37196,28.031778
189,27.454659,24.329462
190,27.819956,24.253618
191,26.04743,23.049541
192,20.561779,18.894289
193,14.89206,14.424864
194,10.48148,11.465963
195,10.323795,11.250732
196,9.963691,10.813465
197,12.700076,13.060062
198,13.710492,13.807144
199,15.95884,14.162279
200,19.148693,15.981303
201,19.912092,17.346905
202,19.84548,17.3839
203,19.441633,16.556982
204,20.409914,17.28898
205,20.398054,17.544428
206,21.08119,18.089836
207,19.233463,16.712727
208,21.179283,18.299517
209,22.728378,19.363567
210,23.100866,19.770056
211,22.014446,19.340878
