INDEX,PM2.5-1,PM2.5-2
1,71.765396,70.636856
2,76.424255,75.26628
3,74.8801,73.43781
4,65.08842,64.223045
5,58.03918,57.275448
6,50.944588,49.892857
7,45.528683,44.553764
8,44.74082,43.726986
9,45.2633,44.117157
10,44.535965,43.608585
11,43.160633,42.348545
12,41.665615,40.864983
13,35.61347,35.43752
14,31.569433,31.388626
15,29.808748,29.47397
16,28.799952,28.4751
17,25.33545,24.917292
18,23.966124,23.716328
19,22.41388,22.320068
20,20.472212,20.396683
21,19.360115,19.41911
22,16.678286,16.39745
23,16.745663,16.555363
24,18.04043,18.074274
25,19.691448,20.02563
26,20.045033,20.536327
27,19.412394,20.163103
28,18.69068,19.33671
29,19.864254,20.34152
30,20.193258,20.521372
31,18.74005,18.653412
32,18.067867,17.507774
33,18.378115,18.006397
34,19.570227,19.420244
35,19.953016,19.879177
36,18.523264,18.324854
37,17.801872,17.589638
38,17.860079,17.605103
39,18.670155,18.568073
40,17.894197,17.69287
41,17.848097,17.759317
42,17.200367,17.179956
43,15.77761,15.667689
44,16.35272,16.489412
45,15.450614,15.621094
46,16.39754,16.62641
47,15.00652,15.291006
48,15.2872,15.542587
49,15.730152,16.655834
50,14.334367,15.477309
51,14.461223,15.955249
52,13.793945,15.423322
53,12.413918,13.844398
54,10.704941,11.873305
55,10.410192,11.310979
56,12.292605,12.044867
57,13.297529,13.2237625
58,14.623392,14.623377
59,13.737718,13.606384
60,13.218413,13.165026
61,13.472492,13.449407
62,13.729758,13.632012
63,15.017516,14.680088
64,15.849721,15.58975
65,16.605314,16.108423
66,17.609724,17.408007
67,18.775137,18.419012
68,19.069191,18.563122
69,19.12788,18.505318
70,18.96753,18.31803
71,20.00415,19.147045
72,16.794312,16.211205
73,18.355942,16.70516
74,13.0951605,12.651221
75,10.040164,11.604704
76,12.018428,11.603162
77,12.708857,12.3108425
78,13.714587,12.39506
79,14.227283,13.636879
80,16.88649,15.218186
81,18.108496,17.496414
82,19.496277,19.0546
83,26.391039,25.85548
84,30.24551,29.501047
85,37.05423,35.69649
86,40.099415,38.747284
