INDEX,PM2.5-1,PM2.5-2
1,68.269394,53.377472
2,72.42304,56.576332
3,65.63628,53.17269
4,53.523094,43.260567
5,43.86136,36.25029
6,41.55784,35.067657
7,39.05568,32.704605
8,38.550095,30.864262
9,37.50363,29.299736
10,40.273552,31.556866
11,39.04399,30.825773
12,36.81915,29.019192
13,34.628494,27.439234
14,27.426918,22.116533
15,28.200014,22.713549
16,27.493801,22.047913
17,22.381466,17.82853
18,21.454285,17.579018
19,22.220438,18.615116
20,19.408958,17.663692
21,16.26137,15.397933
22,14.692548,14.009125
23,16.415276,15.587943
24,16.270533,15.768075
25,16.59887,16.13695
26,17.687885,17.223267
27,18.178493,17.76019
28,16.105474,16.052422
29,17.866299,17.649689
30,17.411755,17.31651
31,17.763603,17.3489
32,17.70488,16.693258
33,17.45121,16.090439
34,17.617743,16.14211
35,17.638336,16.430513
36,16.209045,14.64075
37,16.797255,14.742072
38,15.128594,13.278936
39,16.612057,14.246488
40,16.062586,14.33937
41,15.948535,14.47222
42,15.783138,14.9117985
43,13.313806,12.58301
44,13.049714,12.641234
45,11.081344,11.024375
46,13.921274,13.573577
47,12.126903,12.105183
48,12.767215,12.980126
49,11.76649,12.186556
50,10.412045,11.02834
51,9.561135,10.105174
52,10.064437,11.001421
53,7.848661,8.862735
54,6.9337134,8.154358
55,6.9507213,8.096992
56,8.682353,7.696707
57,10.685872,10.331943
58,10.873869,10.704618
59,10.814118,10.587162
60,9.407472,9.298651
61,8.166993,7.765115
62,10.521567,9.507219
63,12.322,10.370665
64,12.620353,10.671222
65,16.977007,14.173868
66,15.260522,12.696238
67,17.598763,14.599977
68,15.837382,13.455495
69,14.68323,12.431843
70,14.1840925,12.138129
71,13.956365,11.734235
72,13.275133,11.051751
73,14.284855,10.516016
74,10.6646805,8.363764
75,9.230638,8.354239
76,9.199262,6.9466267
77,10.058433,7.971839
78,11.395261,7.696283
79,12.936431,9.4198675
80,15.185354,11.260503
81,20.586103,16.4816
82,17.010944,12.910092
83,28.519493,20.870724
84,35.645435,27.516531
85,30.26054,25.327402
86,40.321434,33.25383
87,40.45223,34.14259
88,39.038876,33.31268
89,48.635517,40.496704
90,49.125572,40.743813
91,50.911163,41.726696
92,49.58509,39.931732
93,49.415947,39.23011
94,50.687912,38.84195
95,38.651245,29.029675
96,38.463722,28.250946
97,34.570915,23.961096
98,30.95272,20.312191
99,26.910542,17.173843
100,22.105288,13.603013
101,17.630402,8.876657
102,14.902911,7.486919
103,27.802513,18.055443
104,29.587265,18.655754
105,36.53154,26.033066
