INDEX,PM2.5-1,PM2.5-2
1,91.68424,72.03006
2,95.71009,75.859825
3,93.40844,74.10474
4,77.25129,62.710682
5,65.18998,53.837456
6,57.065674,47.153435
7,47.269722,39.267002
8,45.97636,37.482044
9,47.165447,38.040688
10,49.634514,39.824524
11,45.315693,36.862335
12,42.2502,34.750904
13,33.786182,28.798576
14,29.103024,24.992455
15,27.83256,23.676296
16,27.264671,23.226128
17,23.887196,20.401876
18,22.698084,19.49218
19,20.78336,18.405918
20,18.765068,17.002214
21,16.75647,15.455764
22,15.0627,13.754572
23,15.309715,14.005613
24,15.303821,14.751484
25,17.537556,17.000528
26,17.06107,17.262705
27,15.648695,16.298159
28,14.15726,15.018749
29,16.212818,16.444834
30,18.016687,17.579082
31,15.649912,15.289419
32,17.381847,15.394878
33,16.999304,14.950706
34,17.072073,14.9407
35,17.050219,15.050412
36,16.568174,14.3893385
37,15.200954,13.777407
38,14.692956,13.396431
39,14.826744,13.523378
40,14.4233,13.311066
41,14.570797,13.570963
42,14.791371,13.718185
43,13.77439,12.733328
44,13.278934,12.84308
45,12.115045,11.974281
46,12.937627,12.534361
47,11.416961,11.518909
48,11.746267,12.025394
49,12.008095,12.834529
50,10.181208,11.751764
51,10.079221,11.610651
52,9.716856,11.494303
53,8.747714,10.790263
54,7.8152375,9.86742
55,7.498639,9.185932
56,11.965364,10.258094
57,9.751861,9.720401
58,11.229638,10.14306
59,10.866682,9.775995
60,9.6039915,9.781964
61,9.79359,10.006941
62,10.141382,9.686069
63,12.322328,10.82516
64,13.4191675,11.140813
65,15.129955,12.151115
66,15.430056,12.718103
67,15.12268,12.753505
68,16.804802,13.441038
69,15.808192,13.23048
70,16.377651,14.079422
71,17.07527,14.211284
72,16.07161,12.78162
73,20.504145,12.73979
74,11.597798,9.003691
75,8.355681,8.911376
76,10.817666,8.039677
77,10.828392,9.006435
78,14.579308,8.829498
79,14.626276,10.256246
80,16.599155,10.288215
81,15.524165,12.7195835
82,14.738858,12.592557
83,19.531096,16.225014
84,29.074831,22.861101
85,33.05958,26.537691
86,38.97595,30.66712
87,38.845642,31.68678
88,40.582104,33.311028
89,42.15488,34.903175
