INDEX,PM2.5
1,33.424053
2,44.910534
3,43.963707
4,36.447327
5,21.406631
6,23.557272
7,25.626083
8,24.923435
9,40.007988
10,58.757595
11,71.22931
12,72.08902
13,55.958603
14,63.99435
15,77.26434
16,65.38253
17,58.461357
18,43.133965
19,39.448475
20,40.138004
21,37.51033
22,36.71146
23,38.650757
24,46.47146
25,51.83661
26,55.63097
27,60.15557
28,55.592453
29,61.514732
30,65.88323
31,71.71391
32,86.46951
33,86.91999
34,71.29421
35,49.237305
36,59.747574
37,59.6718
38,52.83209
39,42.948326
40,43.434258
41,42.74211
42,42.84574
43,44.35482
44,44.90267
45,42.407055
46,47.100815
47,47.47223
48,45.603268
49,37.91769
50,40.34814
51,46.04378
52,45.572304
53,49.611305
54,61.173088
55,73.03128
56,75.40025
57,77.24333
58,85.7747
59,83.87427
60,71.333435
61,61.432034
62,73.74275
63,53.55
64,47.627792
65,41.938683
66,46.012783
67,48.428936
68,55.184036
69,58.21606
70,61.206486
71,59.690308
72,62.989456
73,60.18069
74,66.93376
75,55.581886
76,48.9794
77,47.407356
78,45.090145
79,47.823086
80,48.427464
81,63.741203
82,69.3399
83,67.22917
84,65.733025
85,56.68126
86,59.72184
87,56.207954
88,55.80916
89,50.976627
90,45.87964
91,44.525913
92,46.832546
93,51.180855
94,52.878662
95,51.8508
96,47.59271
97,54.096382
98,48.673244
99,46.29093
100,51.833588
101,57.943005
102,59.305107
103,64.76729
104,45.713593
105,43.159615
106,56.10736
107,46.15364
108,43.14231
109,39.741474
110,36.10161
111,33.50281
112,26.481647
113,24.497395
114,24.383286
115,32.371582
116,35.12543
117,41.13555
118,49.20043
119,51.618965
120,61.945618
121,61.012802
122,71.70953
123,78.86124
124,74.09475
125,64.88424
126,55.57044
127,67.653915
128,77.56552
129,81.765594
130,79.91413
131,80.96453
132,77.237686
133,76.46701
134,58.549767
135,47.3178
136,42.2987
137,45.631905
138,44.387596
139,47.44079
140,49.15881
141,50.805664
142,53.28703
143,48.145004
144,56.738724
145,45.572838
146,55.480385
147,63.71131
148,73.3972
149,88.53454
150,90.882385
151,90.91097
152,83.886246
153,88.37317
154,82.82713
155,54.23648
156,37.823467
157,41.634964
158,32.024532
159,21.646103
160,31.869663
161,37.40802
162,45.629894
163,47.92112
164,51.966537
165,57.586243
166,72.071075
167,84.279144
168,81.889984
169,83.68749
170,89.02554
171,88.84259
172,88.22235
173,77.73036
174,68.45312
175,66.41332
176,69.390335
177,66.36693
178,47.447723
179,32.968025
180,29.126102
181,29.789238
182,32.962303
183,41.88314
184,49.48116
185,47.318455
186,43.51622
187,47.619995
188,47.587418
189,45.886356
190,44.779453
191,41.644287
192,36.122917
193,31.262531
194,36.983295
195,40.624786
196,26.259228
197,26.038815
198,26.72681
199,29.570992
200,29.06432
201,27.370096
202,38.740944
203,41.1376
204,47.225803
205,48.584106
206,47.44501
207,64.503265
208,84.44725
209,66.81201
210,63.764618
211,78.84793
212,80.11391
213,88.0978
214,67.77549
215,45.79949
216,37.788425
217,33.6449
218,38.462044
219,31.213713
220,32.528473
221,32.80263
222,38.853855
223,52.526554
224,51.83882
225,72.81811
226,74.38245
227,74.785675
228,66.95317
229,68.34227
230,65.46705
231,70.906784
232,78.53984
233,74.38817
234,83.97339
235,84.53107
236,83.14422
237,74.20548
238,65.55013
239,56.112743
240,59.69188
241,63.796318
242,63.46607
243,68.41608
244,76.390015
245,69.66603
246,56.76077
247,56.163544
248,60.868942
249,64.10644
250,70.73923
251,76.447914
252,79.98726
253,82.89753
254,80.3127
255,76.879715
256,61.95361
257,56.64141
258,53.407486
259,48.876724
260,47.31638
261,49.06643
262,45.455097
263,43.507072
264,39.49739
265,37.167595
266,30.467213
267,35.431328
268,31.807184
269,28.851494
270,31.190058
271,40.859932
272,54.200283
273,76.62569
274,78.52489
275,79.75891
276,82.1414
277,63.06566
278,54.49054
279,50.73141
280,48.049965
281,43.557304
282,46.681847
283,50.29317
284,49.170067
285,49.92748
286,48.53521
287,46.72531
288,48.895668
289,45.455063
290,44.985657
291,39.341038
292,30.902327
293,29.136467
294,33.20694
295,46.777298
296,52.295067
297,58.73334
298,53.55075
299,54.625828
300,58.263123
301,57.503555
302,49.736362
303,46.173058
304,55.945045
305,76.24664
306,61.354294
307,46.220634
308,38.958656
309,33.557545
310,27.804314
311,28.110926
312,26.364487
313,27.341316
314,26.002869
315,27.594498
316,20.157684
317,22.138224
318,19.64236
319,21.721134
320,19.206902
321,20.854647
322,26.52927
323,34.647423
324,33.43354
325,34.20384
326,29.258335
327,29.255808
328,27.975182
329,31.627792
330,39.774055
331,38.184525
332,35.058666
333,33.92974
334,36.638836
335,52.22728
336,49.370377
337,48.10847
338,46.908543
339,45.95005
340,46.27548
341,37.921764
342,45.396538
343,45.58392
344,49.28524
345,42.590668
346,36.01687
347,29.441097
348,26.653723
349,28.751122
350,34.864067
351,37.53402
352,39.088737
353,37.33957
354,42.948895
355,36.52508
356,37.58198
357,38.54981
358,33.596462
359,31.389246
360,27.952686
361,23.605999
362,19.6793
363,18.097778
364,17.681326
365,22.145452
366,17.312992
367,17.90145
368,24.15778
369,21.56138
370,26.027016
371,28.593163
372,31.198147
373,33.732315
374,31.19875
375,40.81685
376,46.896637
377,45.407665
378,41.948692
379,38.96584
380,41.04783
381,37.458523
382,42.750874
383,42.659557
384,39.380333
385,36.751015
386,35.947212
387,35.056293
388,33.502888
389,30.991217
390,46.768505
391,50.78514
392,50.169064
393,57.312027
394,65.89116
395,60.03592
396,60.855194
397,59.533394
398,46.90072
399,42.915394
400,42.133762
401,41.06335
402,40.48266
403,39.002533
404,40.868896
405,41.12462
406,31.681538
407,29.206018
408,27.594713
409,25.98654
410,21.643507
411,16.938778
412,23.275558
413,28.366573
414,37.455406
415,46.887978
416,58.560272
417,54.077877
418,45.148697
419,44.26342
420,39.078285
421,43.44537
422,37.495018
423,36.26155
424,33.457176
425,34.54772
426,39.4431
427,28.245617
428,30.127592
429,32.91318
430,37.29043
431,33.417206
432,37.066547
433,46.320595
434,44.55318
435,33.46512
436,39.847755
437,44.488842
438,50.19204
439,50.44774
440,49.705025
441,56.787163
442,65.17312
443,56.911537
444,44.247677
445,54.227352
446,52.72325
447,41.818058
448,39.284157
449,31.977165
450,27.336147
451,27.251665
452,31.467556
453,36.476944
454,34.206055
455,33.442223
456,37.740948
457,39.085022
458,40.35359
459,39.461853
460,40.485577
461,42.419426
462,40.137165
463,35.702198
464,31.556934
465,26.427864
466,25.999828
467,26.704096
468,26.007729
469,34.20372
470,64.629974
471,75.168594
472,64.26645
473,60.69264
474,67.81597
475,78.80078
476,89.491684
477,78.01054
478,67.206406
479,62.609367
480,59.673923
481,73.68666
482,55.44331
483,53.73918
484,46.940834
485,48.484333
486,43.959328
487,37.39824
488,37.350727
489,35.27745
490,34.80411
491,34.299816
492,40.393085
493,42.360886
494,40.750195
495,47.253777
496,46.935955
497,36.981842
498,36.021347
499,36.692856
500,48.312523
501,50.36175
502,46.96369
503,48.35823
504,46.3155
505,40.89102
506,35.62713
507,27.449772
508,25.748642
509,27.836065
510,23.631935
511,20.001493
512,22.373531
513,25.334576
514,26.768253
515,24.652128
516,26.506517
517,33.88589
518,50.017628
519,60.13768
520,57.05346
521,41.427002
522,31.695972
523,31.001314
524,34.553642
525,43.393948
526,51.686657
527,54.305267
528,51.759136
529,51.066895
530,47.448082
531,44.274754
532,45.725986
533,52.452118
534,49.413334
535,51.6763
536,50.397236
537,66.8422
538,70.2703
539,76.06084
540,80.09907
541,72.26636
542,67.12314
543,59.054253
544,51.652542
545,52.399246
546,41.519306
547,39.77521
548,46.333004
549,51.34206
550,50.055958
551,49.840782
552,46.52359
553,50.349854
554,46.711075
555,57.6597
556,62.708298
557,59.58259
558,54.637955
559,55.19757
560,67.680664
561,70.63957
562,71.37407
563,72.09419
564,68.22301
565,61.59977
566,53.581806
567,51.13093
568,50.982735
569,45.739758
570,36.02777
571,35.9203
572,38.396954
573,41.3698
574,38.427258
575,37.759903
576,39.779743
577,36.14985
578,27.583223
579,21.696177
580,18.242805
581,17.481564
582,16.307438
583,18.163126
584,30.503956
585,35.134483
586,33.202904
587,38.946835
588,41.389397
589,36.15911
590,32.758804
591,33.7887
592,37.202824
593,39.31807
594,35.03697
595,33.964943
596,42.155903
597,43.251053
598,48.431755
599,49.967934
600,47.43663
601,33.575844
602,29.809864
603,28.303495
604,25.70221
605,29.407452
606,30.788353
607,32.14509
608,30.233692
609,26.106607
610,21.66495
611,22.656128
612,38.210453
613,30.8198
614,38.896053
615,41.062653
616,53.252907
617,45.75027
618,38.48494
619,38.927032
620,39.915154
621,46.11027
622,42.55748
623,44.137363
624,41.111008
625,44.342304
626,46.10204
627,49.772964
628,48.055134
629,52.041332
630,50.057396
631,52.112473
632,63.05935
633,64.97627
634,66.899956
